Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Price_actual,Price_pred
IndiGo,Banglore,Delhi,0,3943,1,6,13,0,15,50,2,50,3943,4435.532
SpiceJet,Kolkata,Banglore,0,4174,27,4,17,10,19,40,2,30,4174,4087.0745
Jet Airways,Delhi,Cochin,2,13292,3,6,21,25,12,35,15,10,13292,11905.088
SpiceJet,Mumbai,Hyderabad,0,2017,9,5,5,45,7,15,1,30,2017,2337.6511
Multiple carriers,Delhi,Cochin,2,18485,1,6,17,50,1,30,7,40,18485,18558.71
Jet Airways,Delhi,Cochin,1,10262,9,6,15,0,12,35,21,35,10262,10987.113
Multiple carriers,Delhi,Cochin,1,9042,21,3,7,0,13,20,6,20,9042,10428.343
Multiple carriers,Delhi,Cochin,1,7563,6,3,7,10,16,10,9,0,7563,8319.77
Jet Airways,Banglore,Delhi,0,4030,6,5,11,10,14,5,2,55,4030,6061.886
Multiple carriers,Delhi,Cochin,1,6513,12,6,7,10,22,30,15,20,6513,6912.4014
Jet Airways,Kolkata,Banglore,1,8355,9,6,10,20,17,35,7,15,8355,8012.93
Multiple carriers,Delhi,Cochin,2,16655,21,5,15,5,1,30,10,25,16655,16784.469
Jet Airways,Delhi,Cochin,1,16289,9,3,20,50,18,50,22,0,16289,14819.918
Multiple carriers,Delhi,Cochin,1,10197,27,5,3,50,19,0,15,10,10197,10983.316
Jet Airways,Banglore,Delhi,0,4544,24,4,11,10,14,5,2,55,4544,5992.1445
Air India,Delhi,Cochin,1,9064,9,3,17,45,23,0,5,15,9064,9245.581
Jet Airways,Kolkata,Banglore,1,10844,6,6,8,25,19,50,11,25,10844,12799.65
IndiGo,Banglore,Delhi,0,4823,18,5,7,10,10,5,2,55,4823,4949.5054
Jet Airways,Kolkata,Banglore,1,11467,1,5,20,25,19,10,22,45,11467,11750.479
Jet Airways,Delhi,Cochin,1,11399,18,5,10,0,19,0,9,0,11399,13890.155
Multiple carriers,Delhi,Cochin,2,5935,21,3,7,10,21,20,14,10,5935,6215.1045
Jet Airways,Kolkata,Banglore,1,12121,6,5,17,0,23,35,6,35,12121,12145.178
SpiceJet,Kolkata,Banglore,0,3841,1,4,9,0,11,25,2,25,3841,4119.47
Jet Airways,Delhi,Cochin,2,11093,21,3,10,45,4,25,17,40,11093,9980.034
Jet Airways,Mumbai,Hyderabad,0,5678,18,6,2,55,4,20,1,25,5678,5277.9805
Jet Airways,Delhi,Cochin,2,13014,24,6,5,30,4,25,22,55,13014,12313.387
Jet Airways,Kolkata,Banglore,1,14151,6,6,9,35,21,5,11,30,14151,12933.324
Jet Airways,Delhi,Cochin,1,10262,27,6,18,15,12,35,18,20,10262,10505.311
SpiceJet,Kolkata,Banglore,0,3873,12,6,9,0,11,25,2,25,3873,3864.9792
Jet Airways,Delhi,Cochin,2,17282,9,3,10,45,4,25,17,40,17282,16198.261
IndiGo,Banglore,New Delhi,0,6860,3,3,8,30,11,30,3,0,6860,7302.6235
Jet Airways,Banglore,Delhi,0,4030,21,5,19,50,22,50,3,0,4030,6157.56
Jet Airways,Delhi,Cochin,1,10262,9,6,11,30,4,25,16,55,10262,11217.558
Jet Airways,Kolkata,Banglore,1,14571,24,5,14,5,22,35,8,30,14571,12412.478
Air Asia,Kolkata,Banglore,1,5162,1,4,6,50,10,30,3,40,5162,5509.9927
Jet Airways,Kolkata,Banglore,1,10844,24,5,14,5,20,45,6,40,10844,12181.984
Air India,Banglore,New Delhi,0,8851,9,3,13,20,16,10,2,50,8851,6872.7007
Vistara,Mumbai,Hyderabad,1,12395,6,3,8,45,19,55,11,10,12395,14180.421
Air Asia,Banglore,Delhi,0,4282,24,6,4,55,7,45,2,50,4282,4048.431
Jet Airways,Kolkata,Banglore,1,14781,21,5,20,0,9,20,13,20,14781,11823.337
IndiGo,Kolkata,Banglore,0,4174,18,4,4,40,7,15,2,35,4174,4686.449
GoAir,Delhi,Cochin,1,6591,9,5,10,35,19,35,9,0,6591,6247.2183
SpiceJet,Mumbai,Hyderabad,0,2017,27,5,22,45,0,15,1,30,2017,1656.4531
Jet Airways,Banglore,New Delhi,0,8016,24,3,19,55,22,35,2,40,8016,6962.9526
Jet Airways,Delhi,Cochin,1,10262,27,6,18,15,19,0,24,45,10262,11937.04
Air India,Banglore,New Delhi,2,7904,15,3,8,15,22,55,14,40,7904,8054.3794
Multiple carriers,Delhi,Cochin,1,9424,9,5,13,0,1,30,12,30,9424,11358.89
IndiGo,Delhi,Cochin,0,4729,3,4,14,20,17,35,3,15,4729,5062.256
Jet Airways,Kolkata,Banglore,1,14388,18,5,18,55,9,20,14,25,14388,10938.867
Jet Airways,Kolkata,Banglore,1,14388,15,5,21,10,8,15,11,5,14388,11100.512
Jet Airways,Kolkata,Banglore,1,8586,21,5,6,30,8,15,25,45,8586,12022.431
Jet Airways,Delhi,Cochin,2,13882,27,6,11,45,12,35,24,50,13882,13336.29
Multiple carriers,Delhi,Cochin,1,18286,3,3,13,0,1,35,12,35,18286,17814.496
Air India,Delhi,Cochin,1,8669,12,6,7,0,19,15,12,15,8669,9060.604
GoAir,Kolkata,Banglore,1,5171,1,4,16,40,0,15,7,35,5171,5782.2334
IndiGo,Delhi,Cochin,1,6206,9,6,17,10,1,30,8,20,6206,6284.9478
Jet Airways,Banglore,New Delhi,1,25735,1,3,11,40,11,25,23,45,25735,24925.59
Jet Airways,Delhi,Cochin,1,15554,9,5,10,0,19,0,9,0,15554,13314.143
GoAir,Delhi,Cochin,1,8213,6,3,10,25,19,20,8,55,8213,10773.03
Jet Airways,Kolkata,Banglore,1,10844,6,6,20,0,12,0,16,0,10844,13094.424
IndiGo,Delhi,Cochin,1,6582,27,6,7,15,12,30,5,15,6582,5785.4697
Jet Airways,Delhi,Cochin,1,10262,15,6,9,0,4,25,19,25,10262,10533.38
Air India,Delhi,Cochin,0,6094,21,5,14,5,17,55,3,50,6094,6793.1953
IndiGo,Delhi,Cochin,1,9861,21,3,7,30,13,20,5,50,9861,7496.496
SpiceJet,Kolkata,Banglore,1,6853,9,6,8,35,17,15,8,40,6853,6891.217
Jet Airways,Banglore,Delhi,0,7229,6,4,11,10,14,5,2,55,7229,6013.313
Jet Airways,Banglore,Delhi,0,7229,15,4,19,50,22,50,3,0,7229,5995.56
IndiGo,Delhi,Cochin,1,8025,6,3,2,0,7,45,5,45,8025,9373.468
Air India,Kolkata,Banglore,2,15164,1,5,10,0,13,45,27,45,15164,15439.74
Air Asia,Kolkata,Banglore,1,5554,24,3,19,55,23,30,3,35,5554,10233.2295
SpiceJet,Kolkata,Banglore,0,3873,21,5,6,55,9,30,2,35,3873,3750.989
Jet Airways,Delhi,Cochin,2,10588,6,6,21,25,19,0,21,35,10588,12749.477
Jet Airways,Delhi,Cochin,1,14714,6,6,18,15,19,0,24,45,14714,11854.95
Air India,Kolkata,Banglore,0,5170,21,3,14,15,16,45,2,30,5170,5760.6694
SpiceJet,Banglore,Delhi,0,3919,24,5,21,10,0,5,2,55,3919,3713.6582
Jet Airways,Delhi,Cochin,1,11848,9,3,0,20,4,25,28,5,11848,14710.706
SpiceJet,Banglore,Delhi,0,3919,15,4,21,10,0,5,2,55,3919,4330.9854
SpiceJet,Mumbai,Hyderabad,0,2017,24,5,5,45,7,15,1,30,2017,2089.7969
Jet Airways,Kolkata,Banglore,1,9663,1,5,6,30,9,20,26,50,9663,9784.312
Multiple carriers,Delhi,Cochin,1,7005,9,6,11,40,21,0,9,20,7005,8224.77
Jet Airways,Delhi,Cochin,2,13292,6,6,5,30,19,0,13,30,13292,11752.152
IndiGo,Delhi,Cochin,1,6058,9,5,21,50,3,35,5,45,6058,7274.995
Jet Airways,Kolkata,Banglore,1,14781,9,5,8,25,18,15,9,50,14781,11932.318
SpiceJet,Delhi,Cochin,1,5975,18,5,17,55,22,50,4,55,5975,5881.4214
Jet Airways,Kolkata,Banglore,1,10844,9,6,14,5,23,35,9,30,10844,13445.337
SpiceJet,Kolkata,Banglore,0,3841,3,5,17,10,19,40,2,30,3841,3751.1638
Jet Airways,Delhi,Cochin,2,8938,27,3,5,10,19,45,38,35,8938,8015.185
Jet Airways,Banglore,New Delhi,0,18308,1,3,19,55,22,35,2,40,18308,15699.63
Jet Airways,Delhi,Cochin,1,6645,27,3,8,0,4,25,20,25,6645,10792.907
Air India,Banglore,New Delhi,2,11518,18,3,17,25,23,25,30,0,11518,11328.2295
Vistara,Banglore,Delhi,0,5613,24,4,17,0,19,35,2,35,5613,5806.3027
Jet Airways,Kolkata,Banglore,1,7064,1,4,18,55,4,40,9,45,7064,9720.986
SpiceJet,Kolkata,Banglore,0,3847,15,3,22,20,0,40,2,20,3847,3903.8044
Air India,Delhi,Cochin,2,13547,9,5,7,5,7,40,24,35,13547,12121.281
Jet Airways,Delhi,Cochin,2,13376,15,6,6,45,4,25,21,40,13376,12297.942
SpiceJet,Kolkata,Banglore,0,4148,21,3,6,55,9,35,2,40,4148,3999.3062
Air Asia,Banglore,Delhi,0,3383,24,4,4,55,7,45,2,50,3383,4094.1985
IndiGo,Delhi,Cochin,0,5021,3,4,21,5,0,20,3,15,5021,6024.6406
Vistara,Banglore,New Delhi,0,21520,1,3,7,0,9,40,2,40,21520,14976.4375
Jet Airways,Delhi,Cochin,1,15190,1,6,7,5,19,0,11,55,15190,13227.533
Jet Airways,Delhi,Cochin,1,10262,1,6,13,0,12,35,23,35,10262,10382.276
IndiGo,Delhi,Cochin,1,7503,15,5,9,15,21,0,11,45,7503,7232.6245
Air India,Banglore,New Delhi,1,12389,3,3,5,50,12,55,7,5,12389,12395.033
SpiceJet,Chennai,Kolkata,0,3597,12,5,17,45,20,5,2,20,3597,3708.657
Jet Airways,Mumbai,Hyderabad,0,5678,1,5,2,55,4,20,1,25,5678,4292.831
IndiGo,Banglore,Delhi,0,4823,21,6,8,30,11,20,2,50,4823,4676.0977
IndiGo,Banglore,New Delhi,0,6144,24,3,20,0,22,55,2,55,6144,6869.231
Jet Airways,Kolkata,Banglore,1,8586,6,5,6,30,8,15,25,45,8586,11120.288
Air India,Kolkata,Banglore,2,14424,15,5,7,0,5,25,22,25,14424,13506.759
Jet Airways,Delhi,Cochin,1,18581,24,6,7,5,19,0,11,55,18581,13560.827
Jet Airways,Kolkata,Banglore,1,13941,12,5,21,10,4,40,7,30,13941,12026.072
Jet Airways,Banglore,Delhi,0,7229,6,5,18,55,22,0,3,5,7229,5916.693
Jet Airways,Kolkata,Banglore,1,10031,24,3,6,30,4,45,22,15,10031,12562.777
Multiple carriers,Delhi,Cochin,1,9103,15,5,10,35,19,0,8,25,9103,9869.876
Jet Airways,Kolkata,Banglore,1,14781,15,5,16,30,10,5,17,35,14781,11743.508
Jet Airways,Mumbai,Hyderabad,0,4050,1,6,2,55,4,20,1,25,4050,4696.5073
Jet Airways,Kolkata,Banglore,1,9899,12,6,8,25,16,20,7,55,9899,12121.987
GoAir,Delhi,Cochin,1,3948,27,6,10,35,19,35,9,0,3948,5556.833
Air India,Delhi,Cochin,2,12488,12,6,7,10,19,15,12,5,12488,10994.751
Jet Airways,Banglore,Delhi,0,5198,12,4,7,10,10,10,3,0,5198,6522.6714
Air India,Kolkata,Banglore,2,8366,15,5,9,25,18,20,8,55,8366,9003.19
Jet Airways,Banglore,Delhi,0,7229,1,4,6,0,8,45,2,45,7229,5789.752
Jet Airways,Delhi,Cochin,1,10262,27,6,19,15,19,0,23,45,10262,10950.306
Air Asia,Kolkata,Banglore,0,3807,12,6,10,20,12,55,2,35,3807,4369.532
IndiGo,Delhi,Cochin,1,6838,3,6,9,15,21,0,11,45,6838,6698.9526
Jet Airways,Delhi,Cochin,2,13014,24,6,5,30,19,0,13,30,13014,12081.148
IndiGo,Kolkata,Banglore,0,5224,12,4,14,25,16,55,2,30,5224,4601.006
Air India,Kolkata,Banglore,0,4880,12,5,20,45,23,20,2,35,4880,4530.1187
Multiple carriers,Delhi,Cochin,1,13587,6,6,8,0,21,0,13,0,13587,10905.5
IndiGo,Delhi,Cochin,1,14871,3,3,7,30,21,0,13,30,14871,14235.719
IndiGo,Delhi,Cochin,1,6442,12,6,7,35,22,30,14,55,6442,6087.838
IndiGo,Banglore,Delhi,0,3419,27,5,0,30,3,25,2,55,3419,4132.5825
Jet Airways,Banglore,New Delhi,1,16736,6,3,7,0,23,0,16,0,16736,17105.002
Jet Airways,Delhi,Cochin,1,10262,24,6,17,30,4,25,10,55,10262,10816.875
Air India,Delhi,Cochin,1,10315,9,3,4,0,7,40,27,40,10315,13165.047
Air India,Kolkata,Banglore,1,12173,24,3,7,0,8,55,25,55,12173,10241.524
Air India,Kolkata,Banglore,1,4227,3,4,19,0,11,5,16,5,4227,4591.8296
Air India,Delhi,Cochin,1,8372,15,5,10,0,19,15,9,15,8372,9768.612
Jet Airways,Kolkata,Banglore,1,14178,24,5,16,30,9,20,16,50,14178,11809.396
Jet Airways,Delhi,Cochin,1,18371,24,6,2,15,12,35,10,20,18371,11875.868
Jet Airways,Delhi,Cochin,2,10368,1,6,19,30,12,35,17,5,10368,11899.192
Air India,Mumbai,Hyderabad,0,2050,3,4,21,5,22,25,1,20,2050,2644.6787
Jet Airways,Banglore,Delhi,0,5769,3,6,7,10,10,10,3,0,5769,7046.058
IndiGo,Kolkata,Banglore,0,4804,27,6,14,25,16,55,2,30,4804,4821.966
Jet Airways,Delhi,Cochin,2,13014,9,6,19,30,4,25,8,55,13014,11877.918
Multiple carriers,Delhi,Cochin,1,15147,6,3,8,55,15,30,6,35,15147,14538.219
IndiGo,Delhi,Cochin,1,6027,15,5,15,10,20,0,4,50,6027,6035.198
Jet Airways,Delhi,Cochin,2,10919,6,6,14,35,4,25,13,50,10919,12832.871
Air India,Delhi,Cochin,1,5022,3,4,20,30,23,0,26,30,5022,5714.4346
SpiceJet,Kolkata,Banglore,0,4622,9,3,22,20,0,40,2,20,4622,3977.3188
Vistara,Chennai,Kolkata,0,11982,18,5,17,45,20,5,2,20,11982,11836.991
GoAir,Delhi,Cochin,1,10188,15,5,14,25,19,35,5,10,10188,8703.923
Jet Airways,Kolkata,Banglore,1,10844,24,5,6,30,16,20,9,50,10844,13033.601
Jet Airways,Kolkata,Banglore,1,12996,1,4,6,30,16,20,9,50,12996,9180.61
Air India,Chennai,Kolkata,0,4405,24,3,11,40,13,55,2,15,4405,4648.2095
Multiple carriers,Delhi,Cochin,1,8266,21,5,11,40,19,15,7,35,8266,8377.908
Air Asia,Kolkata,Banglore,0,4409,15,5,19,55,22,25,2,30,4409,4293.9473
IndiGo,Kolkata,Banglore,0,4174,15,4,21,25,0,5,2,40,4174,4353.774
SpiceJet,Kolkata,Banglore,1,4649,12,5,15,5,20,20,5,15,4649,4865.592
Vistara,Banglore,Delhi,0,5613,6,4,19,30,22,15,2,45,5613,5388.1934
Vistara,Banglore,New Delhi,0,7608,3,3,21,10,0,5,2,55,7608,8890.62
IndiGo,Kolkata,Banglore,0,4462,27,3,20,25,23,5,2,40,4462,6961.463
Jet Airways,Kolkata,Banglore,1,13731,24,5,18,55,4,40,9,45,13731,10879.416
Jet Airways,Kolkata,Banglore,1,7064,1,4,20,0,19,50,23,50,7064,11161.374
Jet Airways,Delhi,Cochin,2,11869,21,3,10,45,18,50,32,5,11869,8975.721
SpiceJet,Banglore,Delhi,0,3257,27,5,21,10,0,5,2,55,3257,3527.7336
Jet Airways,Banglore,Delhi,0,7229,15,6,6,0,8,45,2,45,7229,6919.933
Jet Airways,Banglore,New Delhi,1,20800,1,3,14,5,10,25,20,20,20800,22824.777
Jet Airways,Kolkata,Banglore,1,12692,12,6,9,35,19,10,9,35,12692,12055.912
Jet Airways,Kolkata,Banglore,1,8586,9,6,21,10,4,40,7,30,8586,12090.054
IndiGo,Banglore,Delhi,0,3419,24,4,0,30,3,25,2,55,3419,4068.8628
Air India,Mumbai,Hyderabad,0,3100,15,3,6,20,7,40,1,20,3100,3319.2249
Air India,Mumbai,Hyderabad,0,3100,9,6,21,5,22,25,1,20,3100,3284.5208
Jet Airways,Kolkata,Banglore,1,8529,12,6,21,10,10,5,12,55,8529,12343.274
Jet Airways,Delhi,Cochin,1,14714,6,6,10,0,19,0,9,0,14714,12524.568
Vistara,Chennai,Kolkata,0,5944,3,3,7,5,9,20,2,15,5944,7030.2773
Multiple carriers,Delhi,Cochin,1,7740,1,6,11,40,21,0,9,20,7740,9444.324
Air India,Kolkata,Banglore,0,5170,15,3,14,15,16,45,2,30,5170,5119.4404
Air India,Banglore,Delhi,0,6121,18,4,17,0,19,45,2,45,6121,6420.5103
Jet Airways,Delhi,Cochin,2,15129,27,5,23,5,19,0,19,55,15129,14338.256
Jet Airways,Delhi,Cochin,2,13029,9,5,5,30,19,0,13,30,13029,14289.461
Jet Airways,Banglore,New Delhi,1,13502,3,3,8,0,7,40,23,40,13502,13960.785
Air India,Delhi,Cochin,2,13223,27,5,10,55,19,15,8,20,13223,12946.328
Jet Airways,Delhi,Cochin,2,13029,21,5,19,30,12,35,17,5,13029,14042.388
Air Asia,Kolkata,Banglore,0,4384,6,3,19,35,22,5,2,30,4384,4995.11
Air India,Delhi,Cochin,1,11241,15,6,10,0,19,15,9,15,11241,9407.781
IndiGo,Mumbai,Hyderabad,0,3175,9,6,16,55,18,25,1,30,3175,3400.7485
Jet Airways,Delhi,Cochin,2,12819,27,6,13,25,19,0,29,35,12819,13114.266
Air India,Kolkata,Banglore,2,15187,24,3,9,10,7,55,22,45,15187,11467.146
SpiceJet,Kolkata,Banglore,0,3873,27,5,17,10,19,40,2,30,3873,3873.2415
IndiGo,Kolkata,Banglore,0,5224,1,6,17,15,19,50,2,35,5224,5254.321
Multiple carriers,Delhi,Cochin,1,34273,9,5,12,50,1,30,12,40,34273,8351.964
Jet Airways,Delhi,Cochin,2,13029,27,5,19,30,12,35,17,5,13029,14078.314
Jet Airways,Kolkata,Banglore,1,10031,24,3,19,45,22,35,26,50,10031,12449.587
Vistara,Kolkata,Banglore,1,9345,15,5,17,0,23,25,6,25,9345,8761.625
Multiple carriers,Delhi,Cochin,1,12537,27,3,7,5,13,20,6,15,12537,9479.899
IndiGo,Kolkata,Banglore,0,4804,18,5,15,15,17,45,2,30,4804,4473.552
Jet Airways,Banglore,New Delhi,1,11087,12,3,22,55,7,40,8,45,11087,12754.427
Multiple carriers,Delhi,Cochin,1,9646,6,6,9,45,22,30,12,45,9646,9288.397
Air India,Mumbai,Hyderabad,0,3100,21,6,13,55,15,25,1,30,3100,3452.466
IndiGo,Kolkata,Banglore,0,4148,9,3,15,20,17,55,2,35,4148,4564.12
GoAir,Delhi,Cochin,1,7870,6,6,14,25,19,35,5,10,7870,8915.132
Air India,Delhi,Cochin,1,7934,21,3,13,0,19,15,6,15,7934,7918.282
IndiGo,Delhi,Cochin,1,6442,27,6,6,50,16,10,9,20,6442,6101.7725
SpiceJet,Kolkata,Banglore,1,9946,9,6,11,15,18,30,7,15,9946,9150.971
IndiGo,Delhi,Cochin,1,6027,21,5,15,10,20,50,5,40,6027,6229.479
IndiGo,Banglore,Delhi,0,4990,18,4,13,0,15,50,2,50,4990,4416.4775
Multiple carriers,Delhi,Cochin,1,13377,6,6,11,30,1,30,14,0,13377,12974.885
Jet Airways,Kolkata,Banglore,1,10844,18,5,16,30,12,0,19,30,10844,12197.6455
Jet Airways,Kolkata,Banglore,1,8849,1,4,21,10,9,20,12,10,8849,11703.525
Jet Airways,Delhi,Cochin,1,12898,21,5,22,50,19,0,20,10,12898,14913.755
SpiceJet,Banglore,Delhi,0,4423,6,4,5,55,8,35,2,40,4423,3885.1248
Air India,Kolkata,Banglore,2,9416,6,6,12,0,21,50,9,50,9416,10046.66
Jet Airways,Delhi,Cochin,2,13376,1,6,6,45,4,25,21,40,13376,12758.331
Air India,Kolkata,Banglore,1,7662,12,5,16,45,21,5,28,20,7662,6782.0557
Air India,Delhi,Cochin,1,5117,27,3,20,40,9,25,12,45,5117,5366.1978
Multiple carriers,Delhi,Cochin,2,11560,9,3,13,15,21,20,8,5,11560,10622.657
SpiceJet,Kolkata,Banglore,0,3873,9,4,22,20,0,40,2,20,3873,3905.25
Jet Airways,Banglore,New Delhi,1,13817,12,3,22,55,15,15,16,20,13817,12085.987
Multiple carriers,Delhi,Cochin,1,16108,1,6,8,0,19,15,11,15,16108,15372.671
Multiple carriers,Delhi,Cochin,1,14086,9,3,16,0,1,35,9,35,14086,17620.822
Jet Airways,Delhi,Cochin,2,15129,27,5,23,5,19,0,19,55,15129,14338.256
Air India,Kolkata,Banglore,0,6245,1,4,14,15,16,45,2,30,6245,5320.846
Multiple carriers,Delhi,Cochin,1,13377,24,6,14,0,1,30,11,30,13377,12873.342
Jet Airways,Delhi,Cochin,1,14924,3,6,7,5,12,35,5,30,14924,13012.129
Air India,Banglore,New Delhi,1,11444,3,3,11,5,22,45,11,40,11444,11112.392
Jet Airways,Banglore,Delhi,0,4030,15,5,18,55,22,0,3,5,4030,5664.286
Jet Airways,Kolkata,Banglore,1,8586,1,5,16,30,10,5,17,35,8586,11481.194
SpiceJet,Banglore,Delhi,0,3625,18,5,5,55,8,35,2,40,3625,3932.9683
Air India,Mumbai,Hyderabad,0,3100,21,3,6,20,7,40,1,20,3100,2764.274
IndiGo,Kolkata,Banglore,1,12198,18,5,9,20,14,15,4,55,12198,9467.426
Jet Airways,Banglore,Delhi,0,4544,3,5,15,15,18,10,2,55,4544,5843.055
Air India,Kolkata,Banglore,1,7893,1,4,10,0,23,15,13,15,7893,9455.093
Jet Airways,Delhi,Cochin,1,5963,27,3,9,0,18,50,9,50,5963,10033.339
Air India,Kolkata,Banglore,2,14120,6,5,9,50,23,15,13,25,14120,13845.598
Air India,Delhi,Cochin,1,15284,6,3,9,0,19,15,10,15,15284,14477.987
Jet Airways,Delhi,Cochin,1,5406,1,4,10,0,12,35,26,35,5406,5178.161
Air India,Delhi,Cochin,1,8372,24,6,13,0,19,15,6,15,8372,8618.842
Jet Airways,Kolkata,Banglore,1,8586,24,5,18,55,8,15,13,20,8586,11797.733
Jet Airways,Delhi,Cochin,2,13014,15,6,5,30,4,25,22,55,13014,11957.775
Air India,Delhi,Cochin,1,8991,12,6,20,30,8,15,11,45,8991,7694.614
Jet Airways,Kolkata,Banglore,1,7064,1,4,8,25,19,50,11,25,7064,11326.836
Air Asia,Delhi,Cochin,1,6151,27,3,7,55,13,10,5,15,6151,6384.3223
Air India,Kolkata,Banglore,1,6327,12,5,19,0,11,5,16,5,6327,6392.9854
Jet Airways,Kolkata,Banglore,1,8529,12,6,8,25,10,5,25,40,8529,9906.333
GoAir,Delhi,Cochin,1,5430,24,4,10,35,19,35,9,0,5430,5945.869
IndiGo,Mumbai,Hyderabad,0,3175,15,3,12,0,13,25,1,25,3175,3080.8516
Jet Airways,Delhi,Cochin,2,15812,1,6,11,40,19,0,7,20,15812,17196.861
Air India,Delhi,Cochin,2,10283,3,3,5,0,19,15,38,15,10283,12037.284
IndiGo,Mumbai,Hyderabad,0,2227,24,3,20,5,21,35,1,30,2227,2765.4875
Vistara,Kolkata,Banglore,1,9397,9,6,20,20,10,45,14,25,9397,9365.357
Jet Airways,Banglore,Delhi,0,7229,27,4,7,10,10,10,3,0,7229,6081.047
IndiGo,Kolkata,Banglore,0,6985,3,3,15,10,17,45,2,35,6985,7189.725
Air India,Delhi,Cochin,2,9417,12,6,17,15,9,25,16,10,9417,10095.559
Jet Airways,Mumbai,Hyderabad,0,5678,24,5,19,35,21,5,1,30,5678,4383.7583
IndiGo,Banglore,New Delhi,0,5694,21,3,13,0,15,50,2,50,5694,6357.2085
Jet Airways,Kolkata,Banglore,1,8586,12,5,21,10,4,40,7,30,8586,12026.072
Multiple carriers,Delhi,Cochin,1,7933,1,6,18,0,1,30,7,30,7933,8080.906
IndiGo,Delhi,Cochin,1,5164,1,4,2,0,7,25,5,25,5164,5062.1333
Jet Airways,Kolkata,Banglore,1,9663,24,5,14,5,9,20,19,15,9663,11759.788
Jet Airways,Delhi,Cochin,2,10368,3,6,9,40,12,35,26,55,10368,12019.632
Jet Airways,Kolkata,Banglore,1,8586,21,5,21,10,10,5,12,55,8586,12465.041
Air India,Banglore,New Delhi,2,8534,15,3,17,0,22,55,29,55,8534,10408.003
IndiGo,Delhi,Cochin,1,6938,9,6,14,20,22,30,8,10,6938,6479.026
Air Asia,Kolkata,Banglore,1,6857,9,6,6,50,10,30,3,40,6857,6101.2554
IndiGo,Kolkata,Banglore,0,4804,6,5,15,15,17,45,2,30,4804,4401.0654
IndiGo,Mumbai,Hyderabad,0,2227,1,4,20,5,21,40,1,35,2227,2483.7778
Air India,Banglore,New Delhi,1,17198,1,3,13,50,18,40,28,50,17198,19516.668
Air India,Kolkata,Banglore,2,13007,9,6,9,25,5,25,20,0,13007,13792.9375
Air India,Delhi,Cochin,2,12436,9,6,12,55,19,15,30,20,12436,12865.246
SpiceJet,Kolkata,Banglore,1,12287,24,3,11,15,18,15,7,0,12287,10170.306
Jet Airways,Delhi,Cochin,2,13292,6,6,21,25,19,0,21,35,13292,12749.477
SpiceJet,Banglore,Delhi,0,4423,12,6,5,55,8,35,2,40,4423,3670.775
Vistara,Kolkata,Banglore,1,9870,24,5,17,0,23,25,6,25,9870,9604.953
Multiple carriers,Delhi,Cochin,1,11200,1,6,11,25,19,0,7,35,11200,11773.272
IndiGo,Banglore,New Delhi,0,5694,24,3,13,0,15,50,2,50,5694,6915.363
IndiGo,Banglore,Delhi,0,4823,15,6,18,25,21,20,2,55,4823,4938.301
SpiceJet,Mumbai,Hyderabad,0,1965,27,6,22,45,0,15,1,30,1965,2240.1924
Jet Airways,Delhi,Cochin,1,12373,9,5,20,55,19,0,22,5,12373,13263.495
Jet Airways,Delhi,Cochin,1,12373,18,5,15,0,12,35,21,35,12373,12256.798
IndiGo,Kolkata,Banglore,0,4804,6,6,20,25,23,10,2,45,4804,4746.8267
SpiceJet,Banglore,New Delhi,0,6860,3,3,20,30,23,20,2,50,6860,6824.7817
Jet Airways,Banglore,Delhi,0,8016,12,6,6,0,8,45,2,45,8016,6810.094
IndiGo,Banglore,New Delhi,0,6860,3,3,7,10,10,5,2,55,6860,7855.0986
Multiple carriers,Delhi,Cochin,1,8309,18,5,9,15,19,15,10,0,8309,8638.353
GoAir,Delhi,Cochin,1,4106,9,4,7,25,13,20,5,55,4106,5159.685
Jet Airways,Kolkata,Banglore,1,14151,9,6,9,35,10,55,25,20,14151,11994.117
Air India,Delhi,Cochin,2,12803,15,5,10,55,7,40,20,45,12803,13278.034
SpiceJet,Kolkata,Banglore,0,3873,3,4,9,0,11,25,2,25,3873,3887.6987
Jet Airways,Delhi,Cochin,2,12273,27,3,6,20,19,45,37,25,12273,9376.248
Jet Airways,Delhi,Cochin,1,10262,9,6,7,5,12,35,5,30,10262,12894.716
Air Asia,Kolkata,Banglore,0,4409,9,6,19,55,22,25,2,30,4409,4872.063
IndiGo,Banglore,Delhi,0,4990,12,4,18,25,21,20,2,55,4990,5310.8975
SpiceJet,Chennai,Kolkata,0,6300,12,3,9,30,12,5,2,35,6300,6526.4004
Multiple carriers,Delhi,Cochin,1,15373,1,5,9,0,19,15,10,15,15373,14351.32
Air India,Kolkata,Banglore,2,11222,9,5,8,20,11,10,26,50,11222,11507.993
Multiple carriers,Delhi,Cochin,1,7155,24,6,4,55,19,15,14,20,7155,8276.327
Jet Airways,Delhi,Cochin,2,10368,24,6,9,40,12,35,26,55,10368,11945.196
Jet Airways,Kolkata,Banglore,1,10031,24,3,19,45,19,40,23,55,10031,12764.961
Jet Airways,Kolkata,Banglore,1,8586,12,5,21,10,8,15,11,5,8586,11571.09
Vistara,Kolkata,Banglore,1,10027,24,5,17,0,9,5,16,5,10027,8482.358
